SSYUKKA,SYUKKASAKI,SYUKKAKOKU,UKEIRE,HINBAN,NONYUHIBIN,SMAKER,SKOKU,SEBANGO,PLANKANBANSU,SAKUSEITIME,移動工数,高さ,サイズ種類,ストア,納入先,引取済,登録日時,登録者
01N,2625,2,F2,5.11E+11,2026011939,1000,N,224,1,,401.08,1000,4,4-A-1,武部,未,2026-01-19T04:02:51Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011939,1000,N,225,1,,381.4601,1000,4,7-A-4,武部,未,2026-01-19T04:02:52Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011939,1000,N,226,1,,381.4602,1000,4,7-A-7,武部,未,2026-01-19T04:02:54Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011939,1000,N,229,1,,381.4603,1000,4,5-A-1,武部,未,2026-01-19T04:02:55Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011939,1000,N,230,1,,381.46,1000,4,7-A-1,武部,未,2026-01-19T04:02:57Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011941,1000,N,221,1,,401.0802,1000,4,4-A-7,武部,未,2026-01-19T04:02:46Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011941,1000,N,223,1,,401.0801,1000,4,4-A-4,武部,未,2026-01-19T04:02:47Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011941,1000,N,222,1,,381.4604,1000,4,5-A-4,武部,未,2026-01-19T04:02:50Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011941,1000,N,224,1,,401.08,1000,4,4-A-1,武部,未,2026-01-19T04:02:51Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011941,1000,N,229,1,,381.4603,1000,4,5-A-1,武部,未,2026-01-19T04:02:55Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011941,1000,N,230,1,,381.46,1000,4,7-A-1,武部,未,2026-01-19T04:02:57Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011943,1000,N,221,1,,401.0802,1000,4,4-A-7,武部,未,2026-01-19T04:02:46Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011943,1000,N,223,1,,401.0801,1000,4,4-A-4,武部,未,2026-01-19T04:02:47Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011943,1000,N,222,1,,381.4604,1000,4,5-A-4,武部,未,2026-01-19T04:02:50Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011943,1000,N,224,1,,401.08,1000,4,4-A-1,武部,未,2026-01-19T04:02:51Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011943,1000,N,225,1,,381.4601,1000,4,7-A-4,武部,未,2026-01-19T04:02:52Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011943,1000,N,226,1,,381.4602,1000,4,7-A-7,武部,未,2026-01-19T04:02:54Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011943,1000,N,229,1,,381.4603,1000,4,5-A-1,武部,未,2026-01-19T04:02:55Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011943,1000,N,230,1,,381.46,1000,4,7-A-1,武部,未,2026-01-19T04:02:57Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011945,1000,N,223,1,,401.0801,1000,4,4-A-4,武部,未,2026-01-19T04:02:47Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011945,1000,N,224,1,,401.08,1000,4,4-A-1,武部,未,2026-01-19T04:02:51Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011945,1000,N,227,1,,356.53,1000,4,7-B-1,武部,未,2026-01-19T04:02:53Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011945,1000,N,228,1,,356.5301,1000,4,7-B-4,武部,未,2026-01-19T04:02:54Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011947,1000,N,221,1,,401.0802,1000,4,4-A-7,武部,未,2026-01-19T04:02:46Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011947,1000,N,222,1,,381.4604,1000,4,5-A-4,武部,未,2026-01-19T04:02:50Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011947,1000,N,225,1,,381.4601,1000,4,7-A-4,武部,未,2026-01-19T04:02:52Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011947,1000,N,227,1,,356.53,1000,4,7-B-1,武部,未,2026-01-19T04:02:53Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011947,1000,N,226,1,,381.4602,1000,4,7-A-7,武部,未,2026-01-19T04:02:54Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011947,1000,N,228,1,,356.5301,1000,4,7-B-4,武部,未,2026-01-19T04:02:54Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011947,1000,N,229,1,,381.4603,1000,4,5-A-1,武部,未,2026-01-19T04:02:55Z,"Ito, Jiyun/伊藤 惇"
01N,2625,2,F2,5.11E+11,2026011947,1000,N,230,1,,381.46,1000,4,7-A-1,武部,未,2026-01-19T04:02:57Z,"Ito, Jiyun/伊藤 惇"
11N,2625,2,W5,5.33E+11,2026011901,1000,N,241,5,,85.92,1520,10,23-B-1,日野EH,未,2026-01-19T04:03:00Z,"Ito, Jiyun/伊藤 惇"
11N,2625,2,W5,5.33E+11,2026011901,1000,N,241,5,,85.92,1520,10,23-B-1,日野EH,未,2026-01-19T04:03:00Z,"Ito, Jiyun/伊藤 惇"
11N,2625,2,W5,5.33E+11,2026011901,1000,N,241,5,,85.92,1520,10,23-B-1,日野EH,未,2026-01-19T04:03:00Z,"Ito, Jiyun/伊藤 惇"
11N,2625,2,W5,5.33E+11,2026011902,1000,N,241,5,,85.92,1520,10,23-B-1,日野EH,未,2026-01-19T04:03:00Z,"Ito, Jiyun/伊藤 惇"
11N,2625,2,W5,5.33E+11,2026011902,1000,N,241,5,,85.92,1520,10,23-B-1,日野EH,未,2026-01-19T04:03:00Z,"Ito, Jiyun/伊藤 惇"
11N,2625,2,W5,5.33E+11,2026011902,1000,N,241,5,,85.92,1520,10,23-B-1,日野EH,未,2026-01-19T04:03:00Z,"Ito, Jiyun/伊藤 惇"
11N,2625,2,W5,5.33E+11,2026011903,1000,N,241,5,,85.92,1520,10,23-B-1,日野EH,未,2026-01-19T04:03:00Z,"Ito, Jiyun/伊藤 惇"
11N,2625,2,W5,5.33E+11,2026011904,1000,N,241,5,,85.92,1520,10,23-B-1,日野EH,未,2026-01-19T04:03:00Z,"Ito, Jiyun/伊藤 惇"
11N,2625,2,W5,5.33E+11,2026011905,1000,N,241,5,,85.92,1520,10,23-B-1,日野EH,未,2026-01-19T04:03:00Z,"Ito, Jiyun/伊藤 惇"
11N,2625,2,W5,5.33E+11,2026011905,1000,N,241,5,,85.92,1520,10,23-B-1,日野EH,未,2026-01-19T04:03:00Z,"Ito, Jiyun/伊藤 惇"
11N,2625,2,W5,5.33E+11,2026011905,1000,N,241,5,,85.92,1520,10,23-B-1,日野EH,未,2026-01-19T04:03:00Z,"Ito, Jiyun/伊藤 惇"
11N,2625,2,W5,5.33E+11,2026011906,1000,N,241,5,,85.92,1520,10,23-B-1,日野EH,未,2026-01-19T04:03:00Z,"Ito, Jiyun/伊藤 惇"
11N,2625,2,W5,5.33E+11,2026011906,1000,N,241,4,,85.92,1520,10,23-B-1,日野EH,未,2026-01-19T04:03:01Z,"Ito, Jiyun/伊藤 惇"
11N,2625,2,W5,5.33E+11,2026011907,1000,N,241,5,,85.92,1520,10,23-B-1,日野EH,未,2026-01-19T04:03:01Z,"Ito, Jiyun/伊藤 惇"
11N,2625,2,W5,5.33E+11,2026011908,1000,N,241,2,,85.92,1520,10,23-B-1,日野EH,未,2026-01-19T04:03:01Z,"Ito, Jiyun/伊藤 惇"
11N,2625,2,W5,5.33E+11,2026011909,1000,N,241,5,,85.92,1520,10,23-B-1,日野EH,未,2026-01-19T04:03:01Z,"Ito, Jiyun/伊藤 惇"
11N,2625,2,W5,5.33E+11,2026011910,1000,N,241,5,,85.92,1520,10,23-B-1,日野EH,未,2026-01-19T04:03:01Z,"Ito, Jiyun/伊藤 惇"
11N,2625,2,W5,5.33E+11,2026011911,1000,N,241,5,,85.92,1520,10,23-B-1,日野EH,未,2026-01-19T04:03:01Z,"Ito, Jiyun/伊藤 惇"
01N,1000,D,2P,5511160E4000,2026011901,829,L,243,1,,244.9353,800,11,17-E-5,三栄,未,2026-01-19T04:03:02Z,"Ito, Jiyun/伊藤 惇"
01N,1000,D,2P,6.16E+11,2026011901,829,L,433,1,,237.33,810,1,17-C-3,三栄,未,2026-01-19T04:03:02Z,"Ito, Jiyun/伊藤 惇"
01N,1000,D,2P,6.16E+11,2026011902,829,L,433,1,,237.33,810,1,17-C-3,三栄,未,2026-01-19T04:03:02Z,"Ito, Jiyun/伊藤 惇"
01N,1000,D,2P,6.16E+11,2026011901,829,L,436,1,,237.32,810,1,17-C-2,三栄,未,2026-01-19T04:03:02Z,"Ito, Jiyun/伊藤 惇"
01N,1000,D,2P,6.16E+11,2026011902,829,L,436,1,,237.32,810,1,17-C-2,三栄,未,2026-01-19T04:03:02Z,"Ito, Jiyun/伊藤 惇"
01N,8482,W,B7,5.76E+11,2026011906,1000,N,717,1,,333.6301,750,1,9-A-5,TMK,未,2026-01-19T05:03:34Z,"Ito, Jiyun/伊藤 惇"
01N,8482,W,B7,5.76E+11,2026011906,1000,N,718,2,,333.63,750,1,9-A-1,TMK,未,2026-01-19T05:03:35Z,"Ito, Jiyun/伊藤 惇"
01N,8482,W,B7,5.76E+11,2026011906,1000,N,717,1,,333.6301,750,1,9-A-5,TMK,未,2026-01-19T05:03:34Z,"Ito, Jiyun/伊藤 惇"
01N,8482,W,B7,5.76E+11,2026011906,1000,N,718,2,,333.63,750,1,9-A-1,TMK,未,2026-01-19T05:03:35Z,"Ito, Jiyun/伊藤 惇"
01N,8482,W,B7,5.76E+11,2026011905,1000,N,717,1,,333.6301,750,1,9-A-5,TMK,未,2026-01-19T05:03:34Z,"Ito, Jiyun/伊藤 惇"
01N,8482,W,B7,5.76E+11,2026011905,1000,N,718,1,,333.63,750,1,9-A-1,TMK,未,2026-01-19T05:03:35Z,"Ito, Jiyun/伊藤 惇"
01N,8482,W,B7,5.76E+11,2026011904,1000,N,717,1,,333.6301,750,1,9-A-5,TMK,未,2026-01-19T05:03:34Z,"Ito, Jiyun/伊藤 惇"
01N,8482,W,B7,5.76E+11,2026011904,1000,N,718,1,,333.63,750,1,9-A-1,TMK,未,2026-01-19T05:03:35Z,"Ito, Jiyun/伊藤 惇"
01N,8482,W,B7,5.76E+11,2026011903,1000,N,717,1,,333.6301,750,1,9-A-5,TMK,未,2026-01-19T05:03:34Z,"Ito, Jiyun/伊藤 惇"
01N,8482,W,B7,5.76E+11,2026011903,1000,N,717,1,,333.6301,750,1,9-A-5,TMK,未,2026-01-19T05:03:34Z,"Ito, Jiyun/伊藤 惇"
01N,8482,W,B7,5.76E+11,2026011903,1000,N,718,1,,333.63,750,1,9-A-1,TMK,未,2026-01-19T05:03:35Z,"Ito, Jiyun/伊藤 惇"
01N,8482,W,B7,5.76E+11,2026011902,1000,N,717,1,,333.6301,750,1,9-A-5,TMK,未,2026-01-19T05:03:34Z,"Ito, Jiyun/伊藤 惇"
01N,8482,W,B7,5.76E+11,2026011901,1000,N,717,2,,333.6301,750,1,9-A-5,TMK,未,2026-01-19T05:03:34Z,"Ito, Jiyun/伊藤 惇"
01N,1000,H,1W,5.74E+11,2026011903,829,L,737,1,,217.7101,550,7,15-A-5,元町,未,2026-01-19T05:03:46Z,"Ito, Jiyun/伊藤 惇"
01N,1000,H,1W,5.74E+11,2026011902,829,L,738,1,,217.71,550,7,15-A-7,元町,未,2026-01-19T05:03:46Z,"Ito, Jiyun/伊藤 惇"
01N,1000,H,1W,5.74E+11,2026011902,829,L,738,1,,217.71,550,7,15-A-7,元町,未,2026-01-19T05:03:46Z,"Ito, Jiyun/伊藤 惇"
01N,1000,K,K5,5.76E+11,2026011906,829,L,717,1,,333.6301,750,1,9-A-5,高岡,未,2026-01-19T05:03:41Z,"Ito, Jiyun/伊藤 惇"
01N,1000,K,K5,5.76E+11,2026011905,829,L,718,1,,333.63,750,1,9-A-1,高岡,未,2026-01-19T05:03:42Z,"Ito, Jiyun/伊藤 惇"
01N,1000,K,K5,5.76E+11,2026011904,829,L,717,1,,333.6301,750,1,9-A-5,高岡,未,2026-01-19T05:03:41Z,"Ito, Jiyun/伊藤 惇"
01N,1000,K,K5,5.76E+11,2026011903,829,L,717,1,,333.6301,750,1,9-A-5,高岡,未,2026-01-19T05:03:41Z,"Ito, Jiyun/伊藤 惇"
01N,1000,K,K5,5.76E+11,2026011903,829,L,718,1,,333.63,750,1,9-A-1,高岡,未,2026-01-19T05:03:42Z,"Ito, Jiyun/伊藤 惇"
01N,1000,K,K5,5.76E+11,2026011902,829,L,718,1,,333.63,750,1,9-A-1,高岡,未,2026-01-19T05:03:42Z,"Ito, Jiyun/伊藤 惇"
01N,1000,K,K5,5.76E+11,2026011901,829,L,717,1,,333.6301,750,1,9-A-5,高岡,未,2026-01-19T05:03:41Z,"Ito, Jiyun/伊藤 惇"
